Scientific_name,Family,Status,Group,Common_name,Type,Specie_ID,Country
Spermolepis hawaiiensis,Apiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/1670,USA
Amazona rhodocorytha,,Endangered,Birds,Red-browed parrot,Animal,https://ecos.fws.gov//ecp/species/6321,
Eubalaena japonica,,Endangered,Mammals,North Pacific Right Whale,Animal,https://ecos.fws.gov//ecp/species/9159,
Felis pardina,,Endangered,Mammals,Spanish lynx,Animal,https://ecos.fws.gov//ecp/species/7270,
Ceanothus roderickii,Rhamnaceae,Endangered,Flowering Plants,Pine Hill ceanothus,Plant,https://ecos.fws.gov//ecp/species/3293,
Trichechus inunguis,,Endangered,Mammals,Amazonian manatee,Animal,https://ecos.fws.gov//ecp/species/4106,
Callithrix flaviceps,,Endangered,Mammals,Buff-headed marmoset,Animal,https://ecos.fws.gov//ecp/species/7398,
Carduelis cucullata,,Endangered,Birds,Red siskin,Animal,https://ecos.fws.gov//ecp/species/1631,
Polygonella basiramia,Polygonaceae,Endangered,Flowering Plants,Wireweed,Plant,https://ecos.fws.gov//ecp/species/1718,
Ursus arctos arctos,,Endangered,Mammals,Brown bear,Animal,https://ecos.fws.gov//ecp/species/4968,
Melicope knudsenii,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/4668,USA
Tetramolopium lepidotum ssp. lepidotum,Asteraceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2944,USA
Percina rex,,Endangered,Fishes,Roanoke logperch,Animal,https://ecos.fws.gov//ecp/species/1134,
Ceratotherium simum cottoni,,Endangered,Mammals,Northern white rhinoceros,Animal,https://ecos.fws.gov//ecp/species/4752,
Plantago hawaiensis,Plantaginaceae,Endangered,Flowering Plants,Kuahiwi laukahi,Plant,https://ecos.fws.gov//ecp/species/3749,USA
Ziziphus celata,Rhamnaceae,Endangered,Flowering Plants,Florida ziziphus,Plant,https://ecos.fws.gov//ecp/species/2950,
Fulica americana alai,,Endangered,Birds,Hawaiian coot,Animal,https://ecos.fws.gov//ecp/species/7233,
Caiman yacare,,Threatened,Reptiles,Yacare Caiman,Animal,https://ecos.fws.gov//ecp/species/6627,
Campephilus principalis,,Endangered,Birds,Ivory-billed woodpecker,Animal,https://ecos.fws.gov//ecp/species/8230,
Melicope makahae,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/1171,USA
Pseudotryonia adamantina,,Endangered,Snails,Diamond Tryonia,Animal,https://ecos.fws.gov//ecp/species/5401,USA
Streptocephalus woottoni,,Endangered,Crustaceans,Riverside fairy shrimp,Animal,https://ecos.fws.gov//ecp/species/8148,USA
Lontra (=Lutra) provocax,,Endangered,Mammals,Southern river otter,Animal,https://ecos.fws.gov//ecp/species/5120,
Ribes echinellum,Saxifragaceae,Threatened,Flowering Plants,Miccosukee gooseberry,Plant,https://ecos.fws.gov//ecp/species/3580,
Cervus elaphus barbarus,,Endangered,Mammals,Barbary stag,Animal,https://ecos.fws.gov//ecp/species/2877,
Cyanea kuhihewa,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/1911,USA
Cereus eriophorus var. fragrans,Cactaceae,Endangered,Flowering Plants,Fragrant prickly-apple,Plant,https://ecos.fws.gov//ecp/species/982,
Panthera leo ssp. melanochaita,,Threatened,Mammals,Lion,Animal,https://ecos.fws.gov//ecp/species/9519,
Antrobia culveri,,Endangered,Snails,Tumbling Creek cavesnail,Animal,https://ecos.fws.gov//ecp/species/6219,USA
Crocodylus palustris palustris,,Endangered,Reptiles,Mugger crocodile,Animal,https://ecos.fws.gov//ecp/species/8373,
Nicrophorus americanus,,Endangered,Insects,American burying beetle,Animal,https://ecos.fws.gov//ecp/species/66,
Oncorhynchus (=Salmo) kisutch,,Endangered,Fishes,Coho salmon,Animal,https://ecos.fws.gov//ecp/species/8564,
Asplenium scolopendrium var. americanum,Aspleniaceae,Threatened,Ferns and Allies,American hart's-tongue fern,Plant,https://ecos.fws.gov//ecp/species/4232,
Chorizanthe robusta var. robusta,Polygonaceae,Endangered,Flowering Plants,Robust spineflower,Plant,https://ecos.fws.gov//ecp/species/9287,USA
Orbicella franksi,,Threatened,Corals,Boulder star coral,Animal,https://ecos.fws.gov//ecp/species/9963,
Cyrtandra tintinnabula,Gesneriaceae,Endangered,Flowering Plants,Ha`iwale,Plant,https://ecos.fws.gov//ecp/species/5755,USA
Euphorbia kuwaleana,Euphorbiaceae,Endangered,Flowering Plants,`Akoko,Plant,https://ecos.fws.gov//ecp/species/6308,USA
Epioblasma torulosa torulosa,,"Experimental Population, Non-Essential",Clams,Tubercled blossom (pearlymussel),Animal,USA
Erimonax monachus,,"Experimental Population, Non-Essential",Fishes,Spotfin Chub,Animal,USA
Euphydryas editha quino (=E. e. wrighti),,Endangered,Insects,Quino checkerspot butterfly,Animal,https://ecos.fws.gov//ecp/species/5900,USA
Loxodonta africana,,Threatened,Mammals,African elephant,Animal,https://ecos.fws.gov//ecp/species/7724,
Cacatua sulphurea,,Endangered,Birds,Yellow-crested cockatoo,Animal,https://ecos.fws.gov//ecp/species/9026,
Dubautia latifolia,Asteraceae,Endangered,Flowering Plants,Koholapehu,Plant,https://ecos.fws.gov//ecp/species/1070,USA
Semnopithecus (=Presbytis) entellus,,Endangered,Mammals,Gray (=entellus) langur,Animal,https://ecos.fws.gov//ecp/species/5119,
Erysimum menziesii,Brassicaceae,Endangered,Flowering Plants,Menzies' wallflower,Plant,https://ecos.fws.gov//ecp/species/2935,
Gymnogyps californianus,,Endangered,Birds,California condor,Animal,https://ecos.fws.gov//ecp/species/8193,USA
Amphianthus pusillus,Scrophulariaceae,Threatened,Flowering Plants,Little amphianthus,Plant,https://ecos.fws.gov//ecp/species/6445,
Cyanea recta,Campanulaceae,Threatened,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/2761,USA
Festuca molokaiensis,Poaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/9251,USA
Liatris ohlingerae,Asteraceae,Endangered,Flowering Plants,Scrub blazingstar,Plant,https://ecos.fws.gov//ecp/species/864,
Phyllostegia renovans,Lamiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/8958,USA
Canis simensis,,Endangered,Mammals,Simien fox,Animal,https://ecos.fws.gov//ecp/species/1640,
Eumops floridanus,,Endangered,Mammals,Florida bonneted bat,Animal,https://ecos.fws.gov//ecp/species/8630,
Schiedea hawaiiensis,Caryophyllaceae,Endangered,Flowering Plants,Ma`oli`oli,Plant,https://ecos.fws.gov//ecp/species/2509,
Bidens campylotheca ssp. pentamera,Asteraceae,Endangered,Flowering Plants,Ko`oko`olau,Plant,https://ecos.fws.gov//ecp/species/1897,
Melicope zahlbruckneri,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/7338,USA
Platanthera leucophaea,Orchidaceae,Threatened,Flowering Plants,Eastern prairie fringed orchid,Plant,https://ecos.fws.gov//ecp/species/601,
Crocodylus acutus,,Endangered,Reptiles,American crocodile,Animal,https://ecos.fws.gov//ecp/species/6604,USA
Lesquerella kingii ssp. bernardina,Brassicaceae,Endangered,Flowering Plants,San Bernardino Mountains bladderpod,Plant,https://ecos.fws.gov//ecp/species/809,USA
Pharomachrus mocinno ssp. mocinno,,Endangered,Birds,Resplendent quetzel,Animal,https://ecos.fws.gov//ecp/species/7235,
Prionailurus (=Felis) bengalensis iriomotensis,,Endangered,Mammals,Iriomote cat,Animal,https://ecos.fws.gov//ecp/species/2885,
Pterodroma sandwichensis,,Endangered,Birds,Hawaiian petrel,Animal,https://ecos.fws.gov//ecp/species/6746,
Xenicus longipes,,Endangered,Birds,New Zealand bushwren,Animal,https://ecos.fws.gov//ecp/species/3090,
Schoepfia arenaria,Olacaceae,Threatened,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/5250,
Struthio camelus spatzi,,Endangered,Birds,West African ostrich,Animal,https://ecos.fws.gov//ecp/species/4103,
Castilleja affinis ssp. neglecta,Scrophulariaceae,Endangered,Flowering Plants,Tiburon paintbrush,Plant,https://ecos.fws.gov//ecp/species/2687,
Myrsine juddii,Primulaceae,Endangered,Flowering Plants,Kolea,Plant,https://ecos.fws.gov//ecp/species/7073,USA
Platanthera holochila,Orchidaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/6864,USA
Lomatium cookii,Apiaceae,Endangered,Flowering Plants,Cook's lomatium,Plant,https://ecos.fws.gov//ecp/species/1583,USA
Epioblasma florentina walkeri (=E. walkeri),,Endangered,Clams,Tan riffleshell,Animal,https://ecos.fws.gov//ecp/species/1247,
Speyeria zerene hippolyta,,"Experimental Population, Non-Essential",Insects,Oregon silverspot butterfly,Animal,USA
Primula maguirei,Primulaceae,Threatened,Flowering Plants,Maguire primrose,Plant,https://ecos.fws.gov//ecp/species/7062,
Stenogyne campanulata,Lamiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/7104,USA
Scleropages formosus,,Endangered,Fishes,Asian bonytongue,Animal,https://ecos.fws.gov//ecp/species/7872,
Somateria fischeri,,Threatened,Birds,Spectacled eider,Animal,https://ecos.fws.gov//ecp/species/762,
Partulina semicarinata,,Endangered,Snails,Lanai tree snail,Animal,https://ecos.fws.gov//ecp/species/5895,
Solenodon cubanus,,Endangered,Mammals,Cuban solenodon,Animal,https://ecos.fws.gov//ecp/species/157,
Gopherus flavomarginatus,,Endangered,Reptiles,Bolson tortoise,Animal,https://ecos.fws.gov//ecp/species/6603,
Cottus paulus (=pygmaeus),,Threatened,Fishes,Pygmy Sculpin,Animal,https://ecos.fws.gov//ecp/species/5631,
Dinacoma caseyi,,Endangered,Insects,Casey's June Beetle,Animal,https://ecos.fws.gov//ecp/species/4897,USA
Viola kauaiensis var. wahiawaensis,Violaceae,Endangered,Flowering Plants,Nani wai`ale`ale,Plant,https://ecos.fws.gov//ecp/species/2512,USA
Rhodiola integrifolia ssp. leedyi,Crassulaceae,Threatened,Flowering Plants,Leedy's roseroot,Plant,https://ecos.fws.gov//ecp/species/285,
Arctostaphylos hookeri var. ravenii,Ericaceae,Endangered,Flowering Plants,Presidio Manzanita,Plant,https://ecos.fws.gov//ecp/species/7216,
Penstemon debilis,Plantaginaceae,Threatened,Flowering Plants,Parachute beardtongue,Plant,https://ecos.fws.gov//ecp/species/7099,USA
Procolobus (=Colobus) pennantii (=kirki) kirki,,Endangered,Mammals,Zanzibar red colobus monkey,Animal,https://ecos.fws.gov//ecp/species/8484,
Canis lupus baileyi,,"Experimental Population, Non-Essential",Mammals,Mexican wolf,Animal,USA
Cyclura lewisi,,Endangered,Reptiles,Grand Cayman ground iguana,Animal,https://ecos.fws.gov//ecp/species/6605,
Elephas maximus,,Endangered,Mammals,Asian elephant,Animal,https://ecos.fws.gov//ecp/species/7388,
Neonympha mitchellii francisci,,Endangered,Insects,Saint Francis' satyr butterfly,Animal,https://ecos.fws.gov//ecp/species/5419,
Euphilotes battoides allyni,,Endangered,Insects,El Segundo blue butterfly,Animal,https://ecos.fws.gov//ecp/species/3135,
Solidago houghtonii,Asteraceae,Threatened,Flowering Plants,Houghton's goldenrod,Plant,https://ecos.fws.gov//ecp/species/5219,
Acropora speciosa,,Threatened,Corals,No common name,Animal,https://ecos.fws.gov//ecp/species/9341,
Amytornis goyderi,,Endangered,Birds,Eyrean grasswren (flycatcher),Animal,https://ecos.fws.gov//ecp/species/8249,
Melicope degeneri,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/5968,USA
Megaptera novaeangliae,,Threatened,Mammals,Humpback whale,Animal,https://ecos.fws.gov//ecp/species/7720,
Tubastraea floreana,,Endangered,Corals,No common name,Animal,https://ecos.fws.gov//ecp/species/10526,
Pseudomys novaehollandiae,,Endangered,Mammals,New Holland mouse,Animal,https://ecos.fws.gov//ecp/species/3077,
Pteropus tokudae,,Endangered,Mammals,Little Mariana fruit Bat,Animal,https://ecos.fws.gov//ecp/species/5125,
Anacropora spinosa,,Threatened,Corals,No common name,Animal,https://ecos.fws.gov//ecp/species/9322,
Catostomus warnerensis,,Threatened,Fishes,Warner sucker,Animal,https://ecos.fws.gov//ecp/species/7832,USA
Clermontia oblongifolia ssp. mauiensis,Campanulaceae,Endangered,Flowering Plants,`Oha wai,Plant,https://ecos.fws.gov//ecp/species/7350,USA
Kadua st.-johnii,Rubiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/4337,
Cercocebus galeritus galeritus,,Endangered,Mammals,Tana River mangabey,Animal,https://ecos.fws.gov//ecp/species/3943,
Acrocephalus luscinia,,Endangered,Birds,Nightingale reed warbler (old world warbler),Animal,https://ecos.fws.gov//ecp/species/6586,
Geochelone nigra (=elephantopus),,Endangered,Reptiles,Galapagos tortoise,Animal,https://ecos.fws.gov//ecp/species/25,
Malimbus ibadanensis,,Endangered,Birds,Ibadan malimbe,Animal,https://ecos.fws.gov//ecp/species/763,
Odocoileus hemionus cerrosensis,,Endangered,Mammals,Cedros Island mule Deer,Animal,https://ecos.fws.gov//ecp/species/1480,
Chorizanthe pungens var. hartwegiana,Polygonaceae,Endangered,Flowering Plants,Ben Lomond spineflower,Plant,https://ecos.fws.gov//ecp/species/7498,
Graptemys flavimaculata,,Threatened,Reptiles,Yellow-blotched map turtle,Animal,https://ecos.fws.gov//ecp/species/7730,
Clermontia drepanomorpha,Campanulaceae,Endangered,Flowering Plants,`Oha wai,Plant,https://ecos.fws.gov//ecp/species/6682,USA
Cervus nippon taiouanus,,Endangered,Mammals,Formosan sika deer,Animal,https://ecos.fws.gov//ecp/species/3102,
Oxytheca parishii var. goodmaniana,Polygonaceae,Endangered,Flowering Plants,Cushenbury oxytheca,Plant,https://ecos.fws.gov//ecp/species/5225,USA
Plagiobothrys strictus,Boraginaceae,Endangered,Flowering Plants,Calistoga allocarya,Plant,https://ecos.fws.gov//ecp/species/6161,
Grus americana,,"Experimental Population, Non-Essential",Birds,Whooping crane,Animal,USA
Phascolarctos cinereus,,Threatened,Mammals,Koala,Animal,https://ecos.fws.gov//ecp/species/774,
Cnemidophorus vanzoi,,Endangered,Reptiles,Maria Island ground lizard,Animal,https://ecos.fws.gov//ecp/species/3528,
Equus africanus,,Endangered,Mammals,African wild ass,Animal,https://ecos.fws.gov//ecp/species/6590,
Asclepias welshii,Asclepiadaceae,Threatened,Flowering Plants,Welsh's milkweed,Plant,https://ecos.fws.gov//ecp/species/8400,USA
Aratinga guarouba,,Endangered,Birds,Golden conure,Animal,https://ecos.fws.gov//ecp/species/1224,
Crossoptilon crossoptilon,,Endangered,Birds,White eared pheasant,Animal,https://ecos.fws.gov//ecp/species/4465,
Sclerocactus brevispinus,Cacatacea,Threatened,Flowering Plants,Pariette cactus,Plant,https://ecos.fws.gov//ecp/species/2966,
Acropora jacquelinae,,Threatened,Corals,No common name,Animal,https://ecos.fws.gov//ecp/species/9319,
Euproserpinus euterpe,,Threatened,Insects,Kern primrose sphinx moth,Animal,https://ecos.fws.gov//ecp/species/7881,
Salmo salar,,Endangered,Fishes,Atlantic salmon,Animal,https://ecos.fws.gov//ecp/species/2097,USA
Stenogyne kaalae ssp. sherffii,Lamiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/5341,
Hibiscadelphus giffardianus,Malvaceae,Endangered,Flowering Plants,Hau kuahiwi,Plant,https://ecos.fws.gov//ecp/species/3458,USA
Campephilus imperialis,,Endangered,Birds,Imperial woodpecker,Animal,https://ecos.fws.gov//ecp/species/1819,
Epioblasma turgidula,,"Experimental Population, Non-Essential",Clams,Turgid blossom (pearlymussel),Animal,USA
Arabis serotina,Brassicaceae,Endangered,Flowering Plants,Shale barren rock cress,Plant,https://ecos.fws.gov//ecp/species/6018,
Cacatua moluccensis,,Threatened,Birds,Salmon-crested cockatoo,Animal,https://ecos.fws.gov//ecp/species/5270,
Cyprinodon radiosus,,Endangered,Fishes,Owens pupfish,Animal,https://ecos.fws.gov//ecp/species/4982,
Cyanea st.-johnii,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/4273,USA
Labordia cyrtandrae,Loganiaceae,Endangered,Flowering Plants,Kamakahala,Plant,https://ecos.fws.gov//ecp/species/1278,USA
Limnanthes vinculans,Limnanthaceae,Endangered,Flowering Plants,Sebastopol meadowfoam,Plant,https://ecos.fws.gov//ecp/species/404,
Ottoschulzia rhodoxylon,Icacinaceae,Endangered,Flowering Plants,Palo de rosa,Plant,https://ecos.fws.gov//ecp/species/5741,
Platydesma remyi,Rutaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/1614,
Microlepia strigosa var. mauiensis,Dennstaedtiaceae,Endangered,Ferns and Allies,No common name,Plant,https://ecos.fws.gov//ecp/species/4737,
Phyllostegia waimeae,Lamiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/8551,USA
Astragalus ampullarioides,Fabaceae,Endangered,Flowering Plants,Shivwits milk-vetch,Plant,https://ecos.fws.gov//ecp/species/5840,USA
Kachuga tecta tecta,,Endangered,Reptiles,Indian sawback turtle,Animal,https://ecos.fws.gov//ecp/species/7251,
Canis rufus,,"Experimental Population, Non-Essential",Mammals,Red wolf,Animal,USA
Coquus typicus,,Endangered,Birds,Mauritius cuckoo-shrike,Animal,https://ecos.fws.gov//ecp/species/602,
Polygonum hickmanii,Polygonaceae,Endangered,Flowering Plants,Scotts Valley Polygonum,Plant,https://ecos.fws.gov//ecp/species/3222,USA
Santalum haleakalae var. lanaiense,Santalaceae,Endangered,Flowering Plants,Lanai sandalwood (=`iliahi),Plant,https://ecos.fws.gov//ecp/species/3282,USA
Icaricia icarioides missionensis,,Endangered,Insects,Mission blue butterfly,Animal,https://ecos.fws.gov//ecp/species/6928,
Pleurobema hanleyianum,,Endangered,Clams,Georgia pigtoe,Animal,https://ecos.fws.gov//ecp/species/6494,
Etheostoma moorei,,Endangered,Fishes,Yellowcheek Darter,Animal,https://ecos.fws.gov//ecp/species/7871,
Etheostoma spilotum,,Threatened,Fishes,Kentucky arrow darter,Animal,https://ecos.fws.gov//ecp/species/9063,
Pentachaeta lyonii,Asteraceae,Endangered,Flowering Plants,Lyon's pentachaeta,Plant,https://ecos.fws.gov//ecp/species/4699,USA
Buteo platypterus brunnescens,,Endangered,Birds,Puerto Rican broad-winged hawk,Animal,https://ecos.fws.gov//ecp/species/5512,
Hemignathus hanapepe,,Endangered,Birds,Kauai nukupuu,Animal,https://ecos.fws.gov//ecp/species/7637,
Heterelmis comalensis,,Endangered,Insects,Comal Springs riffle beetle,Animal,https://ecos.fws.gov//ecp/species/3403,USA
Accipiter gentilis laingi,,Threatened,Birds,Queen Charlotte goshawk,Animal,https://ecos.fws.gov//ecp/species/6751,
Ochrosia haleakalae,Apocynaceae,Endangered,Flowering Plants,Holei,Plant,https://ecos.fws.gov//ecp/species/884,
Megaptera novaeangliae,,Endangered,Mammals,Humpback whale,Animal,https://ecos.fws.gov//ecp/species/7720,
Pseudorca crassidens,,Endangered,Mammals,false killer whale,Animal,https://ecos.fws.gov//ecp/species/9735,
Eleutherodactylus jasperi,,Threatened,Amphibians,Golden coqui,Animal,https://ecos.fws.gov//ecp/species/28,USA
Dudleya cymosa ssp. marcescens,Crassulaceae,Threatened,Flowering Plants,Marcescent dudleya,Plant,https://ecos.fws.gov//ecp/species/7145,
Tetramolopium capillare,Asteraceae,Endangered,Flowering Plants,Pamakani,Plant,https://ecos.fws.gov//ecp/species/4584,USA
Pleurocera foremani,,Endangered,Snails,Rough hornsnail,Animal,https://ecos.fws.gov//ecp/species/924,
Columba mayeri,,Endangered,Birds,Pink pigeon,Animal,https://ecos.fws.gov//ecp/species/3640,
Gammarus pecos,,Endangered,Crustaceans,Pecos amphipod,Animal,https://ecos.fws.gov//ecp/species/4290,USA
Larus relictus,,Endangered,Birds,Relict gull,Animal,https://ecos.fws.gov//ecp/species/7615,
Macrocephalon maleo,,Endangered,Birds,Maleo megapode,Animal,https://ecos.fws.gov//ecp/species/8238,
Noturus flavipinnis,,"Experimental Population, Non-Essential",Fishes,Yellowfin madtom,Animal,USA
Epioblasma metastriata,,Endangered,Clams,Upland combshell,Animal,https://ecos.fws.gov//ecp/species/317,
Clermontia pyrularia,Campanulaceae,Endangered,Flowering Plants,`Oha wai,Plant,https://ecos.fws.gov//ecp/species/6165,USA
Harrisia (=Cereus) aboriginum (=gracilis),Cactaceae,Endangered,Flowering Plants,Aboriginal Prickly-apple,Plant,https://ecos.fws.gov//ecp/species/2833,USA
Potentilla hickmanii,Rosaceae,Endangered,Flowering Plants,Hickman's potentilla,Plant,https://ecos.fws.gov//ecp/species/6343,
Leucopsar rothschildi,,Endangered,Birds,Rothschild's starling (myna),Animal,https://ecos.fws.gov//ecp/species/4961,
Cyanea humboldtiana,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/2005,USA
Hypolepis hawaiiensis var. mauiensis,Dennstaedtiaceae,Endangered,Ferns and Allies,olua,Plant,https://ecos.fws.gov//ecp/species/9619,
Pediocactus despainii,Cactaceae,Endangered,Flowering Plants,San Rafael cactus,Plant,https://ecos.fws.gov//ecp/species/3614,
Ptilimnium nodosum,Apiaceae,Endangered,Flowering Plants,Harperella,Plant,https://ecos.fws.gov//ecp/species/3739,
Ptychocheilus lucius,,Endangered,Fishes,Colorado pikeminnow (=squawfish),Animal,https://ecos.fws.gov//ecp/species/3531,USA
Eurycea sosorum,,Endangered,Amphibians,Barton Springs salamander,Animal,https://ecos.fws.gov//ecp/species/1113,
Abronia macrocarpa,Nyctaginaceae,Endangered,Flowering Plants,Large-fruited sand-verbena,Plant,https://ecos.fws.gov//ecp/species/1882,
Orbicella faveolata,,Threatened,Corals,Mountainous Star Coral,Animal,https://ecos.fws.gov//ecp/species/9312,
Oncorhynchus (=Salmo) tshawytscha,,Threatened,Fishes,Chinook salmon,Animal,https://ecos.fws.gov//ecp/species/8091,USA
Lobelia niihauensis,Campanulaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2278,USA
Syrmaticus humaie,,Endangered,Birds,Bar-tailed pheasant,Animal,https://ecos.fws.gov//ecp/species/2047,
Trichechus manatus,,Threatened,Mammals,West Indian Manatee,Animal,https://ecos.fws.gov//ecp/species/4469,USA
Epioblasma penita,,Endangered,Clams,Southern combshell,Animal,https://ecos.fws.gov//ecp/species/7285,
Epioblasma torulosa gubernaculum,,Endangered,Clams,Green blossom (pearlymussel),Animal,https://ecos.fws.gov//ecp/species/2098,
Lessingia germanorum (=L.g. var. germanorum),Asteraceae,Endangered,Flowering Plants,San Francisco lessingia,Plant,https://ecos.fws.gov//ecp/species/8174,
Thelypteris yaucoensis,Thelypteridaceae,Endangered,Ferns and Allies,No common name,Plant,https://ecos.fws.gov//ecp/species/4609,
Hibiscus dasycalyx,Malvaceae,Threatened,Flowering Plants,Neches River rose-mallow,Plant,https://ecos.fws.gov//ecp/species/1441,USA
Quadrula cylindrica cylindrica,,Threatened,Clams,Rabbitsfoot,Animal,https://ecos.fws.gov//ecp/species/5165,
Sphaeralcea gierischii,malvaceae,Endangered,Flowering Plants,Gierisch mallow,Plant,https://ecos.fws.gov//ecp/species/8873,USA
Nemosia rourei,,Endangered,Birds,Cherry-throated tanager,Animal,https://ecos.fws.gov//ecp/species/4477,
Oncorhynchus aguabonita whitei,,Threatened,Fishes,Little Kern golden trout,Animal,https://ecos.fws.gov//ecp/species/5041,USA
Turnagra capensis,,Endangered,Birds,New Zealand thrush (wattlebird),Animal,https://ecos.fws.gov//ecp/species/4614,
Ptychobranchus jonesi,,Endangered,Clams,Southern kidneyshell,Animal,https://ecos.fws.gov//ecp/species/7539,
Flueggea neowawraea,Phyllanthaceae,Endangered,Flowering Plants,Mehamehame,Plant,https://ecos.fws.gov//ecp/species/109,USA
Exocarpos luteolus,Santalaceae,Endangered,Flowering Plants,Heau,Plant,https://ecos.fws.gov//ecp/species/4070,USA
Acropora palmata,,Threatened,Corals,Elkhorn coral,Animal,https://ecos.fws.gov//ecp/species/8928,
Pleurobema clava,,"Experimental Population, Non-Essential",Clams,Clubshell,Animal,USA
Lemiox rimosus,,Endangered,Clams,Birdwing pearlymussel,Animal,https://ecos.fws.gov//ecp/species/6636,
Neraudia sericea,Urticaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2237,USA
Isoetes tegetiformans,Isoetaceae,Endangered,Ferns and Allies,Mat-forming quillwort,Plant,https://ecos.fws.gov//ecp/species/887,
Saguinus bicolor,,Endangered,Mammals,Pied tamarin,Animal,https://ecos.fws.gov//ecp/species/2062,
Hesperia leonardus montana,,Threatened,Insects,Pawnee montane skipper,Animal,https://ecos.fws.gov//ecp/species/929,
Pritchardia lanigera,Arecaceae,Endangered,Flowering Plants,Lo`ulu,Plant,https://ecos.fws.gov//ecp/species/5812,
Thelypodium stenopetalum,Brassicaceae,Endangered,Flowering Plants,Slender-petaled mustard,Plant,https://ecos.fws.gov//ecp/species/1658,
Linum arenicola,Linaceae,Endangered,Flowering Plants,Sand flax,Plant,https://ecos.fws.gov//ecp/species/4313,
Melicope hiiakae,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/6577,USA
Keysseria (=Lagenifera) helenae,Asteraceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2185,USA
Rhinopithecus avunculus,,Endangered,Mammals,Tonkin snub-nosed monkey,Animal,https://ecos.fws.gov//ecp/species/5148,
Rupicapra rupicapra ornata,,Endangered,Mammals,Apennine chamois,Animal,https://ecos.fws.gov//ecp/species/1930,
Isopora crateriformis,,Threatened,Corals,No common name,Animal,https://ecos.fws.gov//ecp/species/9953,
Notropis topeka (=tristis),,Endangered,Fishes,Topeka shiner,Animal,https://ecos.fws.gov//ecp/species/4122,USA
Partula gibba,,Endangered,Snails,Humped tree snail,Animal,https://ecos.fws.gov//ecp/species/61,
Phaethornis malaris margarettae,,Endangered,Birds,Margaretta's hermit,Animal,https://ecos.fws.gov//ecp/species/5955,
Zosterops conspicillatus conspicillatus,,Endangered,Birds,Bridled white-eye,Animal,https://ecos.fws.gov//ecp/species/1472,
Acmispon dendroideus var. traskiae (=Lotus d. ssp. traskiae),Fabaceae,Threatened,Flowering Plants,San Clemente Island lotus (=broom),Plant,https://ecos.fws.gov//ecp/species/1891,
Haplostachys haplostachya,Lamiaceae,Endangered,Flowering Plants,Honohono,Plant,https://ecos.fws.gov//ecp/species/5815,
Sclerocactus mesae-verdae,Cactaceae,Threatened,Flowering Plants,Mesa Verde cactus,Plant,https://ecos.fws.gov//ecp/species/6005,
Thelypteris pilosa var. alabamensis,Thelypteridaceae,Threatened,Ferns and Allies,Alabama streak-sorus fern,Plant,https://ecos.fws.gov//ecp/species/3604,
Phoca (=Pusa) hispida ochotensis,,Threatened,Mammals,Ringed Seal,Animal,https://ecos.fws.gov//ecp/species/9379,
Andrias japonicus (=davidianus j.),,Endangered,Amphibians,Japanese giant salamander,Animal,https://ecos.fws.gov//ecp/species/6373,
Hylaeus kuakea,,Endangered,Insects,Hawaiian yellow-faced bee,Animal,https://ecos.fws.gov//ecp/species/9008,
Myotis septentrionalis,,Threatened,Mammals,Northern Long-Eared Bat,Animal,https://ecos.fws.gov//ecp/species/9045,
Zosterops rotensis,,Endangered,Birds,Rota bridled White-eye,Animal,https://ecos.fws.gov//ecp/species/3092,USA
